index,y
2023-01-01_1J7,13.630926380157472
2023-01-01_O2O,2.925144329071045
2023-01-01_8QR,4.2355214834213255
2023-01-01_L58,2.100073747634888
2023-01-01_UMC,11.098953399658203
2023-01-01_FK3,16.686351795196533
2023-01-01_I1K,12.696636199951174
2023-01-01_KY6,18.651554489135744
2023-01-01_V8D,15.150783424377444
2023-01-01_EK4,16.132558364868164
2023-01-01_357,13.840698165893555
2023-01-01_O7B,15.815510425567627
2023-01-01_RYX,15.785062274932862
2023-01-01_TEP,16.151827030181884
2023-01-01_CUF,16.463199806213378
2023-01-01_4UY,9.755680465698243
2023-01-01_I9K,15.267811679840086
2023-01-01_FA8,17.668034744262695
2023-01-01_EPD,16.14032102584839
2023-01-01_VML,5.319622983932495
2023-01-01_GV0,17.145325317382813
2023-01-01_5KB,15.835667667388918
2023-01-01_6WR,15.661762428283694
2023-01-01_BRZ,16.29860389709473
2023-01-01_BUY,16.792805080413817
2023-01-01_C3A,16.119185237884523
2023-01-01_276,11.642605533599854
2023-01-01_IFB,13.873428916931154
2023-01-01_1PW,15.171186313629152
2023-01-01_6UW,16.419505901336674
2023-01-01_RR1,18.3086731338501
2023-01-01_XTG,16.37040269851685
2023-01-01_JXV,16.115692596435547
2023-01-01_OD3,15.257894802093507
2023-01-01_YTV,14.704887847900391
2023-01-01_Z2T,16.657619132995606
2023-01-01_GOJ,15.612619800567627
2023-01-01_8X9,15.776197738647461
2023-01-01_R83,16.337260513305665
2023-01-01_XIG,17.327830238342287
2023-01-01_CSD,18.08594066619873
2023-01-01_30R,16.245399494171142
2023-01-01_OOY,14.691689605712892
2023-01-01_JCN,18.0651647567749
2023-01-01_G10,16.67943120956421
2023-01-01_MM6,6.134675092697144
2023-01-01_NT4,15.969455547332764
2023-01-01_IOR,7.388811368942261
2023-01-01_J9C,12.193053913116456
2023-01-01_VI4,16.672562179565432
2023-01-01_8WZ,5.55769476890564
2023-01-01_FYB,18.62528739929199
2023-01-01_5GK,12.93641134262085
2023-01-01_QQJ,3.3121489667892456
2023-01-01_E9M,7.66216742515564
2023-01-01_F77,17.455287895202638
2023-01-01_JX6,16.41911771774292
