index,y
2023-01-01_1J7,6.815463190078736
2023-01-01_O2O,3.7291727153708916
2023-01-01_8QR,2.1177607417106628
2023-01-01_L58,1.050036873817444
2023-01-01_UMC,23.669135959707262
2023-01-01_FK3,8.343175897598266
2023-01-01_I1K,6.348318099975587
2023-01-01_KY6,9.325777244567872
2023-01-01_V8D,7.575391712188722
2023-01-01_EK4,8.066279182434082
2023-01-01_357,6.920349082946777
2023-01-01_O7B,7.9077552127838135
2023-01-01_RYX,7.892531137466431
2023-01-01_TEP,8.075913515090942
2023-01-01_CUF,8.231599903106689
2023-01-01_4UY,4.877840232849121
2023-01-01_I9K,7.633905839920043
2023-01-01_FA8,8.834017372131347
2023-01-01_EPD,8.070160512924195
2023-01-01_VML,2.6598114919662477
2023-01-01_GV0,8.572662658691407
2023-01-01_5KB,7.917833833694459
2023-01-01_6WR,7.830881214141847
2023-01-01_BRZ,8.149301948547365
2023-01-01_BUY,8.396402540206909
2023-01-01_C3A,8.059592618942261
2023-01-01_276,60.214726371499566
2023-01-01_IFB,71.68798621337376
2023-01-01_1PW,7.585593156814576
2023-01-01_6UW,8.209752950668337
2023-01-01_RR1,9.15433656692505
2023-01-01_XTG,8.185201349258424
2023-01-01_JXV,8.057846298217774
2023-01-01_OD3,124.6230887768239
2023-01-01_YTV,7.3524439239501955
2023-01-01_Z2T,8.328809566497803
2023-01-01_GOJ,7.806309900283813
2023-01-01_8X9,7.888098869323731
2023-01-01_R83,50.2621760922226
2023-01-01_XIG,143.25787877337754
2023-01-01_CSD,9.042970333099365
2023-01-01_30R,92.24970040990493
2023-01-01_OOY,7.345844802856446
2023-01-01_JCN,9.03258237838745
2023-01-01_G10,8.339715604782105
2023-01-01_MM6,12.32625376680842
2023-01-01_NT4,7.984727773666382
2023-01-01_IOR,34.02650774933967
2023-01-01_J9C,40.90172175927365
2023-01-01_VI4,101.25031062952463
2023-01-01_8WZ,21.013118112035322
2023-01-01_FYB,9.312643699645996
2023-01-01_5GK,6.468205671310425
2023-01-01_QQJ,1.6560744833946228
2023-01-01_E9M,16.743568029082024
2023-01-01_F77,8.727643947601319
2023-01-01_JX6,168.96681612119716
2023-01-01_HW6,2.30806736946106
2023-01-01_30I,13.638600183060063
2023-01-01_CWQ,29.62162657318789
2023-01-01_4IM,4.198727938669934
2023-01-01_59A,2.246666631698609
2023-01-01_BZ0,3.8357131052017213
2023-01-01_5S5,1.0598783135414123
2023-01-01_MK9,7.891326656341553
2023-01-01_JCW,8.54739938735962
2023-01-01_34L,4.196373066902161
2023-01-01_EBP,4.934158697128296
2023-01-01_V4D,61.693371545316246
2023-01-01_3KU,8.730320796966554
2023-01-01_BNR,6.184433355331421
2023-01-01_VGQ,236.28133316763086
2023-01-01_B3W,8.095049753189087
2023-01-01_HOX,14.164006880202304
2023-01-01_9WY,8.439203319549561
2023-01-01_N7J,8.782870140075683
2023-01-01_4YU,7.437673978805542
2023-01-01_JD3,8.269869852066039
2023-01-01_RF2,8.775874748229981
2023-01-01_FBH,8.930104942321778
2023-01-01_P4J,9.223976097106934
2023-01-01_QV8,7.6943578529357906
2023-01-01_SH9,585.4501548785681
2023-01-01_DBV,8.22915657043457
2023-01-01_3NQ,235.54771271064493
