index,y
2023-01-01_1J7,97.42968225479126
2023-01-01_O2O,16.87978506088257
2023-01-01_8QR,27.49788749217987
2023-01-01_L58,11.490600824356079
2023-01-01_UMC,82.73535537719727
2023-01-01_FK3,139.87092065811157
2023-01-01_I1K,76.48897933959961
2023-01-01_KY6,109.79790306091309
2023-01-01_V8D,97.14659595489502
2023-01-01_EK4,93.60969734191895
2023-01-01_357,110.52863121032715
2023-01-01_O7B,102.96014642715454
2023-01-01_RYX,94.44578409194946
2023-01-01_TEP,118.11878633499146
2023-01-01_CUF,93.7656602859497
2023-01-01_4UY,64.10173606872559
2023-01-01_I9K,96.20179796218872
2023-01-01_FA8,102.8339786529541
2023-01-01_EPD,86.61335897445679
2023-01-01_VML,36.50925612449646
2023-01-01_GV0,105.58741760253906
2023-01-01_5KB,88.96965456008911
2023-01-01_6WR,116.38762378692627
2023-01-01_BRZ,138.18802070617676
2023-01-01_BUY,114.92113447189331
2023-01-01_C3A,97.10338926315308
2023-01-01_276,97.9917950630188
2023-01-01_IFB,97.54407024383545
2023-01-01_1PW,81.65621995925903
2023-01-01_6UW,100.2450499534607
2023-01-01_RR1,105.6361665725708
2023-01-01_XTG,120.72188806533813
2023-01-01_JXV,113.60174179077148
2023-01-01_OD3,116.19712018966675
2023-01-01_YTV,132.9362678527832
2023-01-01_Z2T,99.85736751556396
2023-01-01_GOJ,113.36444330215454
2023-01-01_8X9,105.94160270690918
2023-01-01_R83,121.70625495910645
2023-01-01_XIG,85.67350482940674
2023-01-01_CSD,125.03110408782959
2023-01-01_30R,105.66292428970337
2023-01-01_OOY,87.9300422668457
2023-01-01_JCN,79.0213041305542
2023-01-01_G10,87.86765623092651
2023-01-01_MM6,36.89371466636658
2023-01-01_NT4,124.03276205062866
2023-01-01_IOR,44.48528838157654
2023-01-01_J9C,94.25144052505493
2023-01-01_VI4,112.86441612243652
2023-01-01_8WZ,32.121554136276245
2023-01-01_FYB,130.78551292419434
2023-01-01_5GK,79.60208082199097
2023-01-01_QQJ,19.562334418296814
2023-01-01_E9M,44.614229917526245
2023-01-01_F77,112.23362636566162
2023-01-01_JX6,79.24486684799194
2023-01-01_HW6,24.177422046661377
2023-01-01_30I,33.81688356399536
2023-01-01_CWQ,82.05950021743774
2023-01-01_4IM,18.450051188468933
2023-01-01_59A,25.619496822357178
2023-01-01_BZ0,51.11859726905823
2023-01-01_5S5,11.999885201454163
2023-01-01_MK9,113.44464778900146
2023-01-01_JCW,100.56358432769775
2023-01-01_34L,60.958842515945435
2023-01-01_EBP,70.15486669540405
2023-01-01_V4D,104.60647296905518
2023-01-01_3KU,106.73615169525146
2023-01-01_BNR,78.3343710899353
2023-01-01_VGQ,109.40192461013794
2023-01-01_B3W,121.63683938980103
2023-01-01_HOX,54.911935567855835
2023-01-01_9WY,128.9615125656128
2023-01-01_N7J,84.78572654724121
2023-01-01_4YU,125.01667356491089
2023-01-01_JD3,77.30176401138306
2023-01-01_RF2,112.77912712097168
2023-01-01_FBH,109.92462730407715
2023-01-01_P4J,108.70186424255371
2023-01-01_QV8,109.75882816314697
2023-01-01_SH9,80.23522901535034
2023-01-01_DBV,100.76335525512695
2023-01-01_3NQ,117.8538269996643
2023-01-01_651,81.1407618522644
2023-01-01_HOC,98.24454307556152
2023-01-01_3W6,107.58339977264404
2023-01-01_EIZ,92.7671308517456
2023-01-01_87K,121.28481817245483
2023-01-01_289,102.33588552474976
2023-01-01_XRB,120.93508243560791
2023-01-01_BKJ,111.9714846611023
2023-01-01_T91,140.19075298309326
2023-01-01_NVE,147.40771675109863
2023-01-01_CJP,84.92339420318604
2023-01-01_5U5,131.81733417510986
2023-01-01_BPW,76.64908218383789
2023-01-01_GKH,107.57327461242676
2023-01-01_XOK,99.71557712554932
2023-01-01_72S,103.10826587677002
2023-01-01_4PO,82.40999555587769
2023-01-01_5PK,98.17689085006714
2023-01-01_5WG,130.59440660476685
2023-01-01_J9O,88.66481351852417
2023-01-01_6DU,116.31094408035278
2023-01-01_MIH,124.88616895675659
2023-01-01_DSX,57.32387161254883
2023-01-01_F7I,100.97003126144409
2023-01-01_OYD,87.54824781417847
2023-01-01_P3G,112.75922060012817
2023-01-01_B3D,88.41649341583252
2023-01-01_B61,98.59395694732666
2023-01-01_8E0,93.44778347015381
2023-01-01_7NG,138.1795530319214
2023-01-01_222,102.00024032592773
2023-01-01_1TE,88.96727514266968
2023-01-01_CYD,93.04678153991699
2023-01-01_GN3,136.5432324409485
2023-01-01_11W,120.16325902938843
2023-01-01_4SH,108.0554609298706
2023-01-01_3NS,108.76518201828003
2023-01-01_W80,18.821378231048584
2023-01-01_OTS,109.66772651672363
2023-01-01_25G,139.71313190460205
2023-01-01_XUL,77.91638708114624
2023-01-01_Z5T,99.53054523468018
2023-01-01_56P,118.42455053329468
2023-01-01_WIX,98.425528049469
2023-01-01_TPX,97.29055976867676
2023-01-01_F30,101.63465309143066
2023-01-01_OUG,109.45995044708252
2023-01-01_APN,79.91922807693481
2023-01-01_WRR,86.39403343200684
2023-01-01_K5Q,113.71595478057861
2023-01-01_D68,110.59309387207031
2023-01-01_2P1,109.29536247253418
2023-01-01_B65,86.82427167892456
2023-01-01_EFN,126.04408740997314
2023-01-01_ROF,52.505860805511475
2023-01-01_1EJ,128.53272438049316
2023-01-01_H1M,91.01917552947998
2023-01-01_B9M,58.77622079849243
2023-01-01_1I8,105.77640676498413
2023-01-01_JP8,113.41442394256592
2023-01-01_2PZ,85.82919073104858
2023-01-01_KQC,127.64574909210205
2023-01-01_Z4A,42.23692011833191
2023-01-01_CRS,115.67075634002686
2023-01-01_5ZC,101.80353355407715
2023-01-01_5MR,73.08891773223877
2023-01-01_18L,88.52519035339355
2023-01-01_VAU,123.78238296508789
2023-01-01_1TQ,43.37043595314026
2023-01-01_745,123.79177379608154
2023-01-01_FBN,123.71591377258301
2023-01-01_K71,89.08703708648682
2023-01-01_WGP,97.25184535980225
2023-01-01_Z1H,138.63770580291748
2023-01-01_KDO,104.36154222488403
2023-01-01_YDH,85.06436347961426
2023-01-01_5KJ,66.60523414611816
2023-01-01_EMR,103.91015481948853
2023-01-01_003,105.21771478652954
2023-01-01_SYW,102.71465969085693
2023-01-01_BRP,125.72266483306885
2023-01-01_YLE,103.54576635360718
2023-01-01_J4R,109.27053737640381
2023-01-01_KN2,87.10599946975708
2023-01-01_Y5A,138.86051177978516
2023-01-01_856,115.45294570922852
2023-01-01_FKG,96.08040714263916
2023-01-01_VA1,132.02090978622437
2023-01-01_1EX,99.11816501617432
2023-01-01_SAD,93.8596715927124
2023-01-01_182,74.29326152801514
2023-01-01_0Y9,81.95741081237793
2023-01-01_B45,98.15625143051147
2023-01-01_DMX,127.48051071166992
2023-01-01_A8Q,104.10687160491943
2023-01-01_BHE,106.21026945114136
2023-01-01_45E,94.3751335144043
2023-01-01_W7F,103.25636100769043
2023-01-01_XKD,100.18064165115356
2023-01-01_TVC,88.80090713500977
2023-01-01_FSR,97.75572395324707
2023-01-01_ZXY,80.59142351150513
2023-01-01_3XF,106.57089424133301
2023-01-01_VEF,100.4546856880188
2023-01-01_47F,111.4456033706665
2023-01-01_495,116.59539890289307
2023-01-01_HID,101.15068864822388
2023-01-01_43B,135.47915840148926
2023-01-01_EHY,82.64703178405762
2023-01-01_VTD,110.04320240020752
2023-01-01_KA0,134.03867864608765
2023-01-01_MDL,93.45574045181274
2023-01-01_C4L,134.83295822143555
